Date,maxtemp,mintemp,avgtemp,dewpoint,wetbulb,stnpressure,avgspeed,daylength,precipitation,maxtemp_roll_7,mintemp_roll_7,avgtemp_roll_7,dewpoint_roll_7,wetbulb_roll_7,stnpressure_roll_7,avgspeed_roll_7,daylength_roll_7,precipitation_roll_7,maxtemp_roll_14,mintemp_roll_14,avgtemp_roll_14,dewpoint_roll_14,wetbulb_roll_14,stnpressure_roll_14,avgspeed_roll_14,daylength_roll_14,precipitation_roll_14
2008-06-26,87,70,78.5,66.5,70.5,29.18,7.55,913.0,0.0,81.85714285714286,60.42857142857143,71.71428571428571,56.42857142857143,62.42857142857143,29.29357142857143,6.871428571428572,913.8571428571429,0.03714285714285711,80.64285714285714,59.214285714285715,70.46428571428571,54.285714285714285,60.92857142857143,29.267142857142858,8.017857142857142,913.2142857142857,0.05607142857142857
2008-06-27,85,66,76.0,67.0,70.0,29.08,8.25,913.0,0.0025,82.14285714285714,61.57142857142857,72.42857142857143,58.5,63.92857142857143,29.265714285714285,6.971428571428571,913.7142857142857,0.02821428571428568,80.85714285714286,59.285714285714285,70.60714285714286,54.607142857142854,61.214285714285715,29.255357142857143,7.867857142857142,913.3571428571429,0.03553571428571429
2008-06-28,84,64,74.5,55.0,63.0,29.015,13.85,912.0,0.021500000000000002,82.28571428571429,62.0,72.71428571428571,58.857142857142854,64.21428571428571,29.23,7.8999999999999995,913.4285714285714,0.029857142857142825,80.85714285714286,59.642857142857146,70.75,54.785714285714285,61.32142857142857,29.23785714285714,8.210714285714285,913.3571428571429,0.037071428571428575
2008-06-29,77,60,68.5,58.0,61.0,29.104999999999997,9.899999999999999,912.0,0.39999999999999997,81.57142857142857,62.42857142857143,72.42857142857143,59.642857142857146,64.42857142857143,29.215714285714284,8.635714285714284,913.1428571428571,0.07414285714285711,80.5,59.642857142857146,70.57142857142857,54.642857142857146,61.107142857142854,29.231785714285714,8.221428571428572,913.3571428571429,0.048857142857142856
2008-06-30,81,59,70.0,49.5,58.0,29.310000000000002,9.35,912.0,0.0,82.14285714285714,62.857142857142854,72.85714285714286,59.0,64.28571428571429,29.209285714285716,9.057142857142857,912.8571428571429,0.0741428571428571,81.0,59.642857142857146,70.82142857142857,54.67857142857143,61.17857142857143,29.23785714285714,8.078571428571427,913.2857142857143,0.048857142857142856
2008-07-01,84,57,71.0,50.5,60.0,29.27,8.15,911.0,0.0,82.42857142857143,63.142857142857146,73.07142857142857,58.714285714285715,64.28571428571429,29.18142857142857,9.421428571428573,912.4285714285714,0.0741428571428571,81.57142857142857,59.785714285714285,71.17857142857143,55.0,61.535714285714285,29.236428571428572,7.875,913.1428571428571,0.048857142857142856
2008-07-02,89,63,75.5,62.0,66.5,29.115000000000002,12.45,911.0,0.16,83.85714285714286,62.714285714285715,73.42857142857143,58.357142857142854,64.14285714285714,29.15357142857143,9.928571428571429,912.0,0.0834285714285714,82.42857142857143,60.285714285714285,71.78571428571429,55.964285714285715,62.285714285714285,29.227857142857143,8.235714285714286,913.0,0.06028571428571428
2008-07-03,71,55,64.0,51.0,57.0,29.365000000000002,12.75,910.0,0.0025,81.57142857142857,60.57142857142857,71.35714285714286,56.142857142857146,62.214285714285715,29.18,10.671428571428569,911.5714285714286,0.08378571428571426,81.71428571428571,60.5,71.53571428571429,56.285714285714285,62.32142857142857,29.236785714285713,8.77142857142857,912.7142857142857,0.060464285714285707
2008-07-04,76,52,65.5,50.0,57.5,29.375,7.05,908.0,0.0,80.28571428571429,58.57142857142857,69.85714285714286,53.714285714285715,60.42857142857143,29.22214285714286,10.5,910.8571428571429,0.0834285714285714,81.21428571428571,60.07142857142857,71.14285714285714,56.107142857142854,62.17857142857143,29.243928571428572,8.735714285714286,912.2857142857143,0.055821428571428564
2008-07-05,80,54,67.5,52.0,59.5,29.335,6.35,908.0,0.0,79.71428571428571,57.142857142857146,68.85714285714286,53.285714285714285,59.92857142857143,29.267857142857142,9.428571428571429,910.2857142857143,0.08035714285714282,81.0,59.57142857142857,70.78571428571429,56.07142857142857,62.07142857142857,29.248928571428568,8.664285714285713,911.8571428571429,0.055107142857142855
2008-07-06,88,59,74.5,57.5,65.0,29.245,9.15,907.0,0.0,81.28571428571429,57.0,69.71428571428571,53.214285714285715,60.5,29.287857142857145,9.321428571428571,909.5714285714286,0.023214285714285684,81.42857142857143,59.714285714285715,71.07142857142857,56.42857142857143,62.464285714285715,29.251785714285713,8.978571428571428,911.3571428571429,0.04867857142857142
2008-07-07,87,71,80.0,67.5,71.0,29.185000000000002,11.65,907.0,0.07,82.14285714285714,58.714285714285715,71.14285714285714,55.785714285714285,62.357142857142854,29.270000000000003,9.65,908.8571428571429,0.03321428571428568,82.14285714285714,60.785714285714285,72.0,57.392857142857146,63.32142857142857,29.239642857142854,9.353571428571428,910.8571428571429,0.05367857142857142
2008-07-08,86,46,78.0,67.5,71.0,29.130000000000003,8.7,905.0,0.15500000000000003,82.42857142857143,57.142857142857146,72.14285714285714,58.214285714285715,63.92857142857143,29.25,9.728571428571428,908.0,0.055357142857142834,82.42857142857143,60.142857142857146,72.60714285714286,58.464285714285715,64.10714285714286,29.215714285714284,9.575000000000001,910.2142857142857,0.06475
2008-07-09,85,67,76.0,55.0,63.5,29.285,9.7,904.0,0.003,81.85714285714286,57.714285714285715,72.21428571428571,57.214285714285715,63.5,29.274285714285718,9.335714285714285,907.0,0.032928571428571404,82.85714285714286,60.214285714285715,72.82142857142857,57.785714285714285,63.82142857142857,29.21392857142857,9.632142857142856,909.5,0.05817857142857143
2008-07-10,84,64,73.5,62.5,66.5,29.295,8.899999999999999,904.0,0.575,83.71428571428571,59.0,73.57142857142857,58.857142857142854,64.85714285714286,29.264285714285716,8.785714285714285,906.1428571428571,0.11471428571428567,82.64285714285714,59.785714285714285,72.46428571428571,57.5,63.535714285714285,29.22214285714286,9.728571428571428,908.8571428571429,0.09924999999999999
2008-07-11,89,64,76.5,65.0,69.0,29.265,7.95,902.0,0.185,85.57142857142857,60.714285714285715,75.14285714285714,61.0,66.5,29.24857142857143,8.914285714285715,905.2857142857143,0.1411428571428571,82.92857142857143,59.642857142857146,72.5,57.357142857142854,63.464285714285715,29.235357142857143,9.707142857142857,908.0714285714286,0.1122857142857143
2008-07-12,83,65,74.0,63.5,66.5,29.22,10.65,901.0,0.69,86.0,62.285714285714285,76.07142857142857,62.642857142857146,67.5,29.232142857142858,9.528571428571427,904.2857142857143,0.23971428571428569,82.85714285714286,59.714285714285715,72.46428571428571,57.964285714285715,63.714285714285715,29.25,9.478571428571428,907.2857142857143,0.16003571428571428
2008-07-13,79,61,70.5,53.5,61.0,29.15,13.100000000000001,899.0,0.0,84.71428571428571,62.57142857142857,75.5,62.07142857142857,66.92857142857143,29.21857142857143,10.092857142857143,903.1428571428571,0.23971428571428569,83.0,59.785714285714285,72.60714285714286,57.642857142857146,63.714285714285715,29.253214285714286,9.707142857142857,906.3571428571429,0.13146428571428573
2008-07-14,84,62,73.0,54.0,62.0,29.25,7.449999999999999,899.0,0.0,84.28571428571429,61.285714285714285,74.5,60.142857142857146,65.64285714285714,29.227857142857143,9.492857142857144,902.0,0.22971428571428568,83.21428571428571,60.0,72.82142857142857,57.964285714285715,64.0,29.24892857142857,9.571428571428571,905.4285714285714,0.13146428571428573
2008-07-15,91,61,77.5,62.5,68.5,29.33,7.8500000000000005,897.0,0.0,85.0,63.42857142857143,74.42857142857143,59.42857142857143,65.28571428571429,29.256428571428568,9.37142857142857,900.8571428571429,0.20757142857142852,83.71428571428571,60.285714285714285,73.28571428571429,58.82142857142857,64.60714285714286,29.253214285714286,9.549999999999999,904.4285714285714,0.13146428571428573
2008-07-16,91,71,81.5,66.5,70.5,29.415,7.300000000000001,895.0,0.0,85.85714285714286,64.0,75.21428571428571,61.07142857142857,66.28571428571429,29.275000000000002,9.028571428571428,899.5714285714286,0.2071428571428571,83.85714285714286,60.857142857142854,73.71428571428571,59.142857142857146,64.89285714285714,29.274642857142858,9.182142857142855,903.2857142857143,0.12003571428571429
2008-07-17,90,71,81.0,66.0,71.0,29.36,9.15,894.0,0.0,86.71428571428571,65.0,76.28571428571429,61.57142857142857,66.92857142857143,29.284285714285712,9.064285714285715,898.1428571428571,0.12499999999999997,85.21428571428571,62.0,74.92857142857143,60.214285714285715,65.89285714285714,29.274285714285718,8.924999999999999,902.1428571428571,0.11985714285714286
2008-07-18,91,73,81.0,67.5,71.5,29.27,6.8,892.0,0.022,87.0,66.28571428571429,76.92857142857143,61.92857142857143,67.28571428571429,29.285,8.9,896.7142857142857,0.10171428571428567,86.28571428571429,63.5,76.03571428571429,61.464285714285715,66.89285714285714,29.266785714285714,8.907142857142857,901.0,0.12142857142857143
2008-07-19,80,67,74.0,69.0,70.0,29.215,5.85,890.0,1.415,86.57142857142857,66.57142857142857,76.92857142857143,62.714285714285715,67.78571428571429,29.284285714285716,8.214285714285714,895.1428571428571,0.20528571428571427,86.28571428571429,64.42857142857143,76.5,62.67857142857143,67.64285714285714,29.258214285714285,8.871428571428572,899.7142857142857,0.2225
2008-07-20,86,68,77.0,68.0,71.0,29.225,6.35,890.0,0.585,87.57142857142857,67.57142857142857,77.85714285714286,64.78571428571429,69.21428571428571,29.294999999999998,7.25,893.8571428571429,0.2888571428571428,86.14285714285714,65.07142857142857,76.67857142857143,63.42857142857143,68.07142857142857,29.256785714285716,8.67142857142857,898.5,0.2642857142857143
2008-07-21,84,68,76.5,65.5,68.5,29.235,7.7,888.0,0.13,87.57142857142857,68.42857142857143,78.35714285714286,66.42857142857143,70.14285714285714,29.29285714285714,7.285714285714286,892.2857142857143,0.3074285714285714,85.92857142857143,64.85714285714286,76.42857142857143,63.285714285714285,67.89285714285714,29.260357142857146,8.389285714285714,897.1428571428571,0.26857142857142857
2008-07-22,77,63,70.5,60.0,64.0,29.335,9.0,886.0,0.032,85.57142857142857,68.71428571428571,77.35714285714286,66.07142857142857,69.5,29.29357142857143,7.450000000000001,890.7142857142857,0.31199999999999994,85.28571428571429,66.07142857142857,75.89285714285714,62.75,67.39285714285714,29.275000000000002,8.410714285714286,895.7857142857143,0.2597857142857143
2008-07-23,81,60,71.0,52.0,60.5,29.415,8.9,884.0,0.0,84.14285714285714,67.14285714285714,75.85714285714286,64.0,68.07142857142857,29.293571428571425,7.678571428571429,889.1428571428571,0.31199999999999994,85.0,65.57142857142857,75.53571428571429,62.535714285714285,67.17857142857143,29.284285714285716,8.35357142857143,894.3571428571429,0.2595714285714286
2008-07-24,82,59,71.0,52.5,61.0,29.36,4.550000000000001,882.0,0.0,83.0,65.42857142857143,74.42857142857143,62.07142857142857,66.64285714285714,29.29357142857143,7.021428571428571,887.4285714285714,0.31199999999999994,84.85714285714286,65.21428571428571,75.35714285714286,61.82142857142857,66.78571428571429,29.288928571428567,8.042857142857143,892.7857142857143,0.2185
2008-07-25,84,61,73.5,63.0,67.0,29.295,7.25,880.0,0.0,82.0,63.714285714285715,73.35714285714286,61.42857142857143,66.0,29.297142857142855,7.085714285714286,885.7142857142857,0.30885714285714283,84.5,65.0,75.14285714285714,61.67857142857143,66.64285714285714,29.291071428571428,7.992857142857143,891.2142857142857,0.2052857142857143
2008-07-26,85,65,75.5,58.0,65.5,29.25,8.4,879.0,0.0,82.71428571428571,63.42857142857143,73.57142857142857,59.857142857142854,65.35714285714286,29.302142857142858,7.450000000000001,884.1428571428571,0.10671428571428568,84.64285714285714,65.0,75.25,61.285714285714285,66.57142857142857,29.29321428571429,7.832142857142857,889.6428571428571,0.156
2008-07-27,83,62,73.0,58.0,64.5,29.189999999999998,6.75,877.0,0.0,82.28571428571429,62.57142857142857,73.0,58.42857142857143,64.42857142857143,29.297142857142855,7.507142857142857,882.2857142857143,0.02314285714285711,84.92857142857143,65.07142857142857,75.42857142857143,61.607142857142854,66.82142857142857,29.296071428571427,7.378571428571429,888.0714285714286,0.156
2008-07-28,85,66,76.5,63.0,67.5,29.185000000000002,6.25,875.0,0.0,82.42857142857143,62.285714285714285,73.0,58.07142857142857,64.28571428571429,29.29,7.299999999999999,880.4285714285714,0.00457142857142854,85.0,65.35714285714286,75.67857142857143,62.25,67.21428571428571,29.291428571428572,7.292857142857144,886.3571428571429,0.156
2008-07-29,89,65,78.5,67.0,70.5,29.175,7.9,873.0,0.14,84.14285714285714,62.57142857142857,74.14285714285714,59.07142857142857,65.21428571428571,29.267142857142858,7.142857142857143,878.5714285714286,0.01999999999999997,84.85714285714286,65.64285714285714,75.75,62.57142857142857,67.35714285714286,29.280357142857145,7.296428571428571,884.6428571428571,0.16599999999999998
2008-07-30,90,72,81.0,66.0,70.5,29.07,9.149999999999999,871.0,0.0,85.42857142857143,64.28571428571429,75.57142857142857,61.07142857142857,66.64285714285714,29.217857142857145,7.178571428571429,876.7142857142857,0.01999999999999997,84.78571428571429,65.71428571428571,75.71428571428571,62.535714285714285,67.35714285714286,29.255714285714284,7.428571428571429,882.9285714285714,0.16599999999999998
2008-07-31,89,71,80.5,68.0,71.0,29.085,6.35,869.0,0.32,86.42857142857143,66.0,76.92857142857143,63.285714285714285,68.07142857142857,29.178571428571427,7.435714285714285,874.8571428571429,0.06571428571428568,84.71428571428571,65.71428571428571,75.67857142857143,62.67857142857143,67.35714285714286,29.236071428571428,7.228571428571428,881.1428571428571,0.18885714285714286
2008-08-01,89,68,80.0,68.5,72.5,29.115000000000002,4.65,866.0,0.525,87.14285714285714,67.0,77.85714285714286,64.07142857142857,68.85714285714286,29.152857142857147,7.064285714285715,872.8571428571429,0.1407142857142857,84.57142857142857,65.35714285714286,75.60714285714286,62.75,67.42857142857143,29.224999999999998,7.075,879.2857142857143,0.2247857142857143
2008-08-02,81,65,73.5,59.5,65.0,29.259999999999998,9.2,864.0,0.0,86.57142857142857,67.0,77.57142857142857,64.28571428571429,68.78571428571429,29.154285714285717,7.178571428571428,870.7142857142857,0.14071428571428568,84.64285714285714,65.21428571428571,75.57142857142857,62.07142857142857,67.07142857142857,29.228214285714284,7.314285714285715,877.4285714285714,0.12371428571428571
2008-08-03,85,61,73.5,61.0,66.5,29.27,6.25,862.0,0.0,86.85714285714286,66.85714285714286,77.64285714285714,64.71428571428571,69.07142857142857,29.16571428571429,7.107142857142857,868.5714285714286,0.14071428571428568,84.57142857142857,64.71428571428571,75.32142857142857,61.57142857142857,66.75,29.231428571428573,7.307142857142858,875.4285714285714,0.08192857142857143
2008-08-04,88,69,79.0,68.5,70.5,29.21,9.05,860.0,1.51,87.28571428571429,67.28571428571429,78.0,65.5,69.5,29.169285714285714,7.507142857142858,866.4285714285714,0.3564285714285714,84.85714285714286,64.78571428571429,75.5,61.785714285714285,66.89285714285714,29.229642857142856,7.403571428571429,873.4285714285714,0.18050000000000002
2008-08-05,88,69,79.0,68.0,71.5,29.27,6.85,858.0,0.04,87.14285714285714,67.85714285714286,78.07142857142857,65.64285714285714,69.64285714285714,29.18285714285714,7.357142857142857,864.2857142857143,0.3421428571428571,85.64285714285714,65.21428571428571,76.10714285714286,62.357142857142854,67.42857142857143,29.224999999999998,7.25,871.4285714285714,0.18107142857142855
2008-08-06,84,67,76.0,60.0,66.0,29.32,7.5,856.0,0.005,86.28571428571429,67.14285714285714,77.35714285714286,64.78571428571429,69.0,29.21857142857143,7.121428571428571,862.1428571428571,0.34285714285714286,85.85714285714286,65.71428571428571,76.46428571428571,62.92857142857143,67.82142857142857,29.218214285714286,7.1499999999999995,869.4285714285714,0.18142857142857144
2008-08-07,82,63,72.5,56.5,63.0,29.285,9.25,853.0,0.005,85.28571428571429,66.0,76.21428571428571,63.142857142857146,67.85714285714286,29.247142857142855,7.535714285714286,859.8571428571429,0.2978571428571429,85.85714285714286,66.0,76.57142857142857,63.214285714285715,67.96428571428571,29.212857142857143,7.485714285714286,867.3571428571429,0.18178571428571427
2008-08-08,79,63,71.0,54.0,61.0,29.314999999999998,7.050000000000001,851.0,0.0,83.85714285714286,65.28571428571429,74.92857142857143,61.07142857142857,66.21428571428571,29.275714285714283,7.878571428571428,857.7142857142857,0.22285714285714284,85.5,66.14285714285714,76.39285714285714,62.57142857142857,67.53571428571429,29.214285714285715,7.471428571428571,865.2857142857143,0.18178571428571427
2008-08-09,80,61,70.5,58.0,62.5,29.225,9.3,849.0,0.003,83.71428571428571,64.71428571428571,74.5,60.857142857142854,65.85714285714286,29.270714285714284,7.892857142857143,855.5714285714286,0.22328571428571425,85.14285714285714,65.85714285714286,76.03571428571429,62.57142857142857,67.32142857142857,29.212500000000002,7.535714285714286,863.1428571428571,0.182
2008-08-10,74,58,67.0,52.5,58.5,29.335,9.45,846.0,0.0,82.14285714285714,64.28571428571429,73.57142857142857,59.642857142857146,64.71428571428571,29.28,8.35,853.2857142857143,0.22328571428571425,84.5,65.57142857142857,75.60714285714286,62.17857142857143,66.89285714285714,29.222857142857144,7.728571428571428,860.9285714285714,0.182
2008-08-11,77,59,68.0,57.0,61.5,29.33,6.199999999999999,844.0,0.0,80.57142857142857,62.857142857142854,72.0,58.0,63.42857142857143,29.29714285714286,7.942857142857142,851.0,0.00757142857142854,83.92857142857143,65.07142857142857,75.0,61.75,66.46428571428571,29.233214285714286,7.725,858.7142857142857,0.182
2008-08-12,77,61,69.5,57.0,62.0,29.200000000000003,3.9,842.0,0.0,79.0,61.714285714285715,70.64285714285714,56.42857142857143,62.07142857142857,29.287142857142857,7.521428571428572,848.7142857142857,0.0018571428571428257,83.07142857142857,64.78571428571429,74.35714285714286,61.035714285714285,65.85714285714286,29.235000000000003,7.439285714285715,856.5,0.17200000000000001
2008-08-13,79,66,72.5,59.0,63.0,29.14,4.9,839.0,0.034,78.28571428571429,61.57142857142857,70.14285714285714,56.285714285714285,61.642857142857146,29.261428571428574,7.15,846.2857142857143,0.005999999999999969,82.28571428571429,64.35714285714286,73.75,60.535714285714285,65.32142857142857,29.240000000000002,7.135714285714286,854.2142857142857,0.17442857142857143
2008-08-14,79,63,71.5,60.0,64.0,29.255000000000003,8.15,837.0,0.003,77.85714285714286,61.57142857142857,70.0,56.785714285714285,61.785714285714285,29.25714285714286,6.992857142857142,844.0,0.005714285714285684,81.57142857142857,63.785714285714285,73.10714285714286,59.964285714285715,64.82142857142857,29.25214285714286,7.264285714285714,851.9285714285714,0.15178571428571427
2008-08-15,78,61,70.0,54.5,61.0,29.465,8.5,835.0,0.0,77.71428571428571,61.285714285714285,69.85714285714286,56.857142857142854,61.785714285714285,29.278571428571432,7.2,841.7142857142857,0.005714285714285684,80.78571428571429,63.285714285714285,72.39285714285714,58.964285714285715,64.0,29.277142857142856,7.539285714285714,849.7142857142857,0.1142857142857143
2008-08-16,83,58,71.0,53.0,61.0,29.43,6.45,832.0,0.0,78.14285714285714,60.857142857142854,69.92857142857143,56.142857142857146,61.57142857142857,29.30785714285715,6.792857142857143,839.2857142857143,0.005285714285714255,80.92857142857143,62.785714285714285,72.21428571428571,58.5,63.714285714285715,29.289285714285715,7.3428571428571425,847.4285714285714,0.1142857142857143
2008-08-17,85,63,74.0,59.5,65.0,29.310000000000002,8.4,830.0,0.0,79.71428571428571,61.57142857142857,70.92857142857143,57.142857142857146,62.5,29.30428571428572,6.642857142857143,837.0,0.005285714285714255,80.92857142857143,62.92857142857143,72.25,58.392857142857146,63.607142857142854,29.292142857142856,7.496428571428571,845.1428571428571,0.1142857142857143
2008-08-18,85,65,75.0,57.5,64.5,29.295,7.2,827.0,0.0,80.85714285714286,62.42857142857143,71.92857142857143,57.214285714285715,62.92857142857143,29.299285714285713,6.785714285714286,834.5714285714286,0.005285714285714255,80.71428571428571,62.642857142857146,71.96428571428571,57.607142857142854,63.17857142857143,29.298214285714288,7.364285714285714,842.7857142857143,0.0064285714285714285
2008-08-19,84,63,74.0,64.0,67.5,29.4,6.35,825.0,0.0,81.85714285714286,62.714285714285715,72.57142857142857,58.214285714285715,63.714285714285715,29.327857142857145,7.135714285714285,832.1428571428571,0.005285714285714255,80.42857142857143,62.214285714285715,71.60714285714286,57.32142857142857,62.892857142857146,29.3075,7.328571428571429,840.4285714285714,0.0035714285714285718
2008-08-20,81,65,73.5,59.5,65.0,29.43,7.550000000000001,822.0,0.0,82.14285714285714,62.57142857142857,72.71428571428571,58.285714285714285,64.0,29.369285714285716,7.514285714285714,829.7142857142857,0.00042857142857139684,80.21428571428571,62.07142857142857,71.42857142857143,57.285714285714285,62.82142857142857,29.315357142857142,7.332142857142857,838.0,0.0032142857142857147
2008-08-21,82,68,75.5,60.5,66.0,29.335,8.05,820.0,0.004,82.57142857142857,63.285714285714285,73.28571428571429,58.357142857142854,64.28571428571429,29.380714285714284,7.5,827.2857142857143,0.0005714285714285397,80.21428571428571,62.42857142857143,71.64285714285714,57.57142857142857,63.035714285714285,29.318928571428575,7.246428571428572,835.6428571428571,0.0031428571428571426
2008-08-22,84,72,79.0,68.5,71.5,29.355,12.15,817.0,0.0485,83.42857142857143,64.85714285714286,74.57142857142857,60.357142857142854,65.78571428571429,29.365000000000002,8.021428571428572,824.7142857142857,0.007499999999999969,80.57142857142857,63.07142857142857,72.21428571428571,58.607142857142854,63.785714285714285,29.321785714285713,7.610714285714287,833.2142857142857,0.0066071428571428574
2008-08-23,90,68,79.0,67.0,70.5,29.335,9.5,814.0,0.0,84.42857142857143,66.28571428571429,75.71428571428571,62.357142857142854,67.14285714285714,29.351428571428567,8.457142857142857,822.1428571428571,0.007499999999999969,81.28571428571429,63.57142857142857,72.82142857142857,59.25,64.35714285714286,29.329642857142858,7.625,830.7142857142857,0.006392857142857143
2008-08-24,78,63,71.0,57.0,62.5,29.36,9.85,811.0,0.0,83.42857142857143,66.28571428571429,75.28571428571429,62.0,66.78571428571429,29.358571428571427,8.664285714285715,819.4285714285714,0.007499999999999969,81.57142857142857,63.92857142857143,73.10714285714286,59.57142857142857,64.64285714285714,29.33142857142857,7.653571428571429,828.2142857142857,0.006392857142857143
2008-08-25,74,64,69.5,55.0,60.5,29.384999999999998,12.25,809.0,0.0,81.85714285714286,66.14285714285714,74.5,61.642857142857146,66.21428571428571,29.37142857142857,9.385714285714286,816.8571428571429,0.007499999999999969,81.35714285714286,64.28571428571429,73.21428571428571,59.42857142857143,64.57142857142857,29.335357142857145,8.085714285714285,825.7142857142857,0.006392857142857143
2008-08-26,76,61,68.5,54.5,60.5,29.314999999999998,8.95,806.0,0.0,80.71428571428571,65.85714285714286,73.71428571428571,60.285714285714285,65.21428571428571,29.35928571428571,9.757142857142858,814.1428571428571,0.007499999999999969,81.28571428571429,64.28571428571429,73.14285714285714,59.25,64.46428571428571,29.34357142857143,8.446428571428571,823.1428571428571,0.006392857142857143
2008-08-27,83,60,71.5,56.5,63.0,29.225,5.300000000000001,803.0,0.0,81.0,65.14285714285714,73.42857142857143,59.857142857142854,64.92857142857143,29.330000000000002,9.435714285714285,811.4285714285714,0.007499999999999969,81.57142857142857,63.857142857142854,73.07142857142857,59.07142857142857,64.46428571428571,29.349642857142857,8.475,820.5714285714286,0.0039642857142857145
2008-08-28,81,63,73.0,64.5,67.5,29.125,6.6,801.0,0.04,80.85714285714286,64.42857142857143,73.07142857142857,60.42857142857143,65.14285714285714,29.300000000000004,9.22857142857143,808.7142857142857,0.01264285714285711,81.71428571428571,63.857142857142854,73.17857142857143,59.392857142857146,64.71428571428571,29.34035714285714,8.364285714285716,818.0,0.0066071428571428574
2008-08-29,85,64,75.5,59.5,65.5,29.265,6.3,798.0,0.021,81.0,63.285714285714285,72.57142857142857,59.142857142857146,64.28571428571429,29.287142857142857,8.392857142857142,806.0,0.008714285714285683,82.21428571428571,64.07142857142857,73.57142857142857,59.75,65.03571428571429,29.32607142857143,8.207142857142857,815.3571428571429,0.008107142857142858
2008-08-30,87,56,73.0,55.0,63.0,29.415,3.5,796.0,0.0,80.57142857142857,61.57142857142857,71.71428571428571,57.42857142857143,63.214285714285715,29.298571428571428,7.535714285714286,803.4285714285714,0.008714285714285683,82.5,63.92857142857143,73.71428571428571,59.892857142857146,65.17857142857143,29.325,7.996428571428572,812.7857142857143,0.008107142857142858
2008-08-31,90,60,76.0,56.5,64.5,29.439999999999998,5.300000000000001,793.0,0.0,82.28571428571429,61.142857142857146,72.42857142857143,57.357142857142854,63.5,29.31,6.885714285714286,800.8571428571429,0.008714285714285683,82.85714285714286,63.714285714285715,73.85714285714286,59.67857142857143,65.14285714285714,29.334285714285716,7.775,810.1428571428571,0.008107142857142858
2008-09-01,90,62,77.0,54.0,63.5,29.395000000000003,7.800000000000001,790.0,0.0,84.57142857142857,60.857142857142854,73.5,57.214285714285715,63.92857142857143,29.31142857142857,6.250000000000001,798.1428571428571,0.008714285714285683,83.21428571428571,63.5,74.0,59.42857142857143,65.07142857142857,29.34142857142857,7.817857142857143,807.5,0.008107142857142858
2008-09-02,95,65,81.0,61.0,68.0,29.335,4.45,788.0,0.002,87.28571428571429,61.42857142857143,75.28571428571429,58.142857142857146,65.0,29.314285714285717,5.607142857142857,795.5714285714286,0.008999999999999968,84.0,63.642857142857146,74.5,59.214285714285715,65.10714285714286,29.336785714285718,7.682142857142857,804.8571428571429,0.00825
2008-09-03,77,66,72.5,61.0,64.5,29.325,11.25,785.0,0.01,86.42857142857143,62.285714285714285,75.42857142857143,58.785714285714285,65.21428571428571,29.32857142857143,6.457142857142857,793.0,0.010428571428571398,83.71428571428571,63.714285714285715,74.42857142857143,59.32142857142857,65.07142857142857,29.329285714285714,7.946428571428571,802.2142857142857,0.008964285714285715
2008-09-04,68,61,65.0,62.0,63.0,29.104999999999997,12.3,782.0,2.79,84.57142857142857,62.0,74.28571428571429,58.42857142857143,64.57142857142857,29.325714285714287,7.271428571428572,790.2857142857143,0.4032857142857143,82.71428571428571,63.214285714285715,73.67857142857143,59.42857142857143,64.85714285714286,29.312857142857144,8.25,799.5,0.20796428571428574
2008-09-05,70,57,63.5,57.0,59.5,29.25,5.800000000000001,780.0,0.005,82.42857142857143,61.0,72.57142857142857,58.07142857142857,63.714285714285715,29.323571428571427,7.2,787.7142857142857,0.40099999999999997,81.71428571428571,62.142857142857146,72.57142857142857,58.607142857142854,64.0,29.305357142857144,7.796428571428572,796.8571428571429,0.20485714285714285
2008-09-06,74,53,64.5,54.0,58.5,29.310000000000002,5.4,777.0,0.0095,80.57142857142857,60.57142857142857,71.35714285714286,57.92857142857143,63.07142857142857,29.30857142857143,7.471428571428571,785.0,0.40235714285714286,80.57142857142857,61.07142857142857,71.53571428571429,57.67857142857143,63.142857142857146,29.303571428571427,7.503571428571428,794.2142857142857,0.2055357142857143
2008-09-07,74,55,65.5,51.5,57.5,29.380000000000003,7.0,774.0,0.005,78.28571428571429,59.857142857142854,69.85714285714286,57.214285714285715,62.07142857142857,29.300000000000004,7.714285714285714,782.2857142857143,0.4030714285714286,80.28571428571429,60.5,71.14285714285714,57.285714285714285,62.785714285714285,29.305,7.3,791.5714285714286,0.20589285714285713
2008-09-08,70,52,61.0,53.0,55.5,29.43,6.550000000000001,771.0,1.12,75.42857142857143,58.42857142857143,67.57142857142857,57.07142857142857,60.92857142857143,29.305,7.535714285714286,779.5714285714286,0.5630714285714287,80.0,59.642857142857146,70.53571428571429,57.142857142857146,62.42857142857143,29.308214285714286,6.892857142857143,788.8571428571429,0.28589285714285717
2008-09-09,69,49,59.0,45.5,52.0,29.48,6.15,769.0,0.005,71.71428571428571,56.142857142857146,64.42857142857143,54.857142857142854,58.642857142857146,29.325714285714287,7.778571428571429,776.8571428571429,0.5635,79.5,58.785714285714285,69.85714285714286,56.5,61.82142857142857,29.319999999999997,6.692857142857143,786.2142857142857,0.28625
